Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","194","Arabie saoudite","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","110","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","9315","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1043","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","4705","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","32119","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","52","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","445","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","3636","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","9","Argentine","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","72","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","1","Arménie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","312","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","1","Arménie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","189","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","1","Arménie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","1","Arménie","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","1","Arménie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","1","Arménie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","22856","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","774","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","7472","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","507","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","35","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","1121","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","40","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","2230","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","10","Australie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","177","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","11","Autriche","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","1598","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","11","Autriche","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","734","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","11","Autriche","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1639","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","11","Autriche","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","235","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","11","Autriche","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","87","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","11","Autriche","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","11","Autriche","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","11","Autriche","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","562","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","52","Azerbaïdjan","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","1893","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","52","Azerbaïdjan","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","52","Azerbaïdjan","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","799","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","52","Azerbaïdjan","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","208","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","52","Azerbaïdjan","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","52","Azerbaïdjan","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","52","Azerbaïdjan","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","52","Azerbaïdjan","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","12","Bahamas","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","16","Bangladesh","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","1255","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","16","Bangladesh","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","34350","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","16","Bangladesh","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","16","Bangladesh","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1485","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","16","Bangladesh","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","16","Bangladesh","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","14","Barbade","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","57","Bélarus","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","2101","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","57","Bélarus","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","1673","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","57","Bélarus","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1120","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","57","Bélarus","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","648","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","57","Bélarus","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","351","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","57","Bélarus","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1339","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","255","Belgique","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","1804","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","255","Belgique","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","386","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","255","Belgique","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","827","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","255","Belgique","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","255","Belgique","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","255","Belgique","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","58","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","23","Belize","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","14","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","23","Belize","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","72","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","23","Belize","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","20","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","53","Bénin","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","138","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","53","Bénin","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1346","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","53","Bénin","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","23","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","53","Bénin","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","115","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","53","Bénin","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","19","Bolivie (État plurinational de)","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","209","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","19","Bolivie (État plurinational de)","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","295","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","19","Bolivie (État plurinational de)","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","46","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","19","Bolivie (État plurinational de)","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","915","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","19","Bolivie (État plurinational de)","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","19","Bolivie (État plurinational de)","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","19","Bolivie (État plurinational de)","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","821","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","19","Bolivie (État plurinational de)","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","64","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","80","Bosnie-Herzégovine","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","265","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","80","Bosnie-Herzégovine","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","71","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","80","Bosnie-Herzégovine","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","799","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","80","Bosnie-Herzégovine","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","12","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","80","Bosnie-Herzégovine","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","28","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","80","Bosnie-Herzégovine","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","48","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","20","Botswana","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","20","Botswana","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","20","Botswana","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","20","Botswana","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","20","Botswana","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","21","Brésil","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","5718","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","21","Brésil","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","7843","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","21","Brésil","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","318","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","21","Brésil","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","80538","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","21","Brésil","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","21","Brésil","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","479","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","21","Brésil","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","2073","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","21","Brésil","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","184","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","26","Brunéi Darussalam","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","5505","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","37","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","729","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","2739","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","29","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","36","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","12","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","27","Bulgarie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","45","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","233","Burkina Faso","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","204","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","233","Burkina Faso","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1585","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","233","Burkina Faso","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","1079","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","233","Burkina Faso","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","1880","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","233","Burkina Faso","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","20","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","35","Cabo Verde","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","115","Cambodge","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","6263","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","115","Cambodge","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","927","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","32","Cameroun","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","32","Cameroun","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","129","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","32","Cameroun","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1647","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","32","Cameroun","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","97","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","32","Cameroun","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","1150","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","33","Canada","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","37530","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","33","Canada","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","10237","S","Données standardisées"
