country,year_survey,quantile,nb_quantiles,income,gdpppp
ARM,2008,80,100,"2098,375",5611
ARM,2008,81,100,"2132,9453",5611
ARM,2008,82,100,"2169,0327",5611
ARM,2008,83,100,"2215,1067",5611
ARM,2008,84,100,"2258,8452",5611
ARM,2008,85,100,"2302,0046",5611
ARM,2008,86,100,"2354,0588",5611
ARM,2008,87,100,"2404,2112",5611
ARM,2008,88,100,"2453,5447",5611
ARM,2008,89,100,"2512,8293",5611
ARM,2008,90,100,"2570,032",5611
ARM,2008,91,100,"2653,5796",5611
ARM,2008,92,100,"2738,5073",5611
ARM,2008,93,100,"2832,9912",5611
ARM,2008,94,100,"2932,5605",5611
ARM,2008,95,100,"3062,8557",5611
ARM,2008,96,100,"3229,5537",5611
ARM,2008,97,100,"3466,665",5611
ARM,2008,98,100,"3758,6018",5611
ARM,2008,99,100,"4320,2896",5611
ARM,2008,100,100,"6566,159",5611
AUT,2008,1,100,"2958,0764",36193
AUT,2008,2,100,"4893,4673",36193
AUT,2008,3,100,"5459,649",36193
AUT,2008,4,100,"5923,5854",36193
AUT,2008,5,100,"6380,278",36193
AUT,2008,6,100,"6779,2646",36193
AUT,2008,7,100,"7056,4434",36193
AUT,2008,8,100,"7316,1816",36193
AUT,2008,9,100,"7581,0547",36193
AUT,2008,10,100,"7759,3896",36193
AUT,2008,11,100,"7956,4214",36193
AUT,2008,12,100,"8176,272",36193
AUT,2008,13,100,"8415,03",36193
AUT,2008,14,100,"8623,799",36193
AUT,2008,15,100,"8814,575",36193
AUT,2008,16,100,"8990,363",36193
AUT,2008,17,100,"9178,429",36193
AUT,2008,18,100,"9376,023",36193
AUT,2008,19,100,"9515,739",36193
AUT,2008,20,100,"9695,099",36193
AUT,2008,21,100,"9863,0205",36193
AUT,2008,22,100,"10055,017",36193
AUT,2008,23,100,"10259,746",36193
AUT,2008,24,100,"10496,359",36193
AUT,2008,25,100,"10554,084",36193
AUT,2008,26,100,"10697,8",36193
AUT,2008,27,100,"10856,462",36193
AUT,2008,28,100,"10975,0625",36193
AUT,2008,29,100,"11093,224",36193
AUT,2008,30,100,"11224,961",36193
AUT,2008,31,100,"11336,454",36193
AUT,2008,32,100,"11480,446",36193
AUT,2008,33,100,"11661,576",36193
AUT,2008,34,100,"11890,7",36193
AUT,2008,35,100,"12048,354",36193
AUT,2008,36,100,"12211,809",36193
AUT,2008,37,100,"12393,749",36193
AUT,2008,38,100,"12563,549",36193
AUT,2008,39,100,"12775,847",36193
AUT,2008,40,100,"12936,386",36193
AUT,2008,41,100,"13065,986",36193
AUT,2008,42,100,"13249,753",36193
AUT,2008,43,100,"13408,748",36193
AUT,2008,44,100,"13595,513",36193
AUT,2008,45,100,"13777,695",36193
AUT,2008,46,100,"13926,499",36193
AUT,2008,47,100,"14080,673",36193
AUT,2008,48,100,"14270,824",36193
AUT,2008,49,100,"14446,655",36193
AUT,2008,50,100,"14569,917",36193
AUT,2008,51,100,"14742,935",36193
AUT,2008,52,100,"14875,329",36193
AUT,2008,53,100,"15048,216",36193
AUT,2008,54,100,"15231,71",36193
AUT,2008,55,100,"15454,663",36193
AUT,2008,56,100,"15650,356",36193
AUT,2008,57,100,"15792,675",36193
AUT,2008,58,100,"15951,31",36193
AUT,2008,59,100,"16162,755",36193
AUT,2008,60,100,"16372,482",36193
AUT,2008,61,100,"16581,996",36193
AUT,2008,62,100,"16798,281",36193
AUT,2008,63,100,"17026,717",36193
AUT,2008,64,100,"17220,934",36193
AUT,2008,65,100,"17363,371",36193
AUT,2008,66,100,"17499,844",36193
AUT,2008,67,100,"17680,13",36193
AUT,2008,68,100,"17933,955",36193
AUT,2008,69,100,"18200,24",36193
AUT,2008,70,100,"18487,195",36193
AUT,2008,71,100,"18745,055",36193
AUT,2008,72,100,"19070,545",36193
AUT,2008,73,100,"19393,23",36193
AUT,2008,74,100,"19683,795",36193
AUT,2008,75,100,"19946,754",36193
AUT,2008,76,100,"20257,729",36193
AUT,2008,77,100,"20548,162",36193
AUT,2008,78,100,"20936,434",36193
AUT,2008,79,100,"21305,51",36193
AUT,2008,80,100,"21702,86",36193
AUT,2008,81,100,"22053,854",36193
AUT,2008,82,100,"22417,684",36193
AUT,2008,83,100,"22769,736",36193
AUT,2008,84,100,"23219,654",36193
AUT,2008,85,100,"23658,086",36193
AUT,2008,86,100,"24118,436",36193
AUT,2008,87,100,"24701,768",36193
AUT,2008,88,100,"25324,041",36193
AUT,2008,89,100,"26055,51",36193
AUT,2008,90,100,"26861,66",36193
AUT,2008,91,100,"27365,67",36193
AUT,2008,92,100,"28057,947",36193
AUT,2008,93,100,"29231,506",36193
AUT,2008,94,100,"30725,93",36193
AUT,2008,95,100,"32304,807",36193
AUT,2008,96,100,"33914,105",36193
AUT,2008,97,100,"36080,902",36193
AUT,2008,98,100,"39450,555",36193
AUT,2008,99,100,"44950,312",36193
AUT,2008,100,100,"72216,68",36193
AZE,2008,1,100,"397,53983",8101
AZE,2008,2,100,"597,7732",8101
AZE,2008,3,100,"705,47003",8101
AZE,2008,4,100,"785,5261",8101
AZE,2008,5,100,"841,75244",8101
AZE,2008,6,100,"889,26465",8101
AZE,2008,7,100,"932,3291",8101
AZE,2008,8,100,"966,5682",8101
AZE,2008,9,100,"1000,89575",8101
AZE,2008,10,100,"1030,9384",8101
AZE,2008,11,100,"1063,077",8101
AZE,2008,12,100,"1089,2882",8101
AZE,2008,13,100,"1109,0536",8101
AZE,2008,14,100,"1132,5004",8101
AZE,2008,15,100,"1157,472",8101
AZE,2008,16,100,"1183,8331",8101
AZE,2008,17,100,"1211,841",8101
AZE,2008,18,100,"1235,0409",8101
AZE,2008,19,100,"1263,6779",8101
AZE,2008,20,100,"1289,6282",8101
AZE,2008,21,100,"1312,7732",8101
AZE,2008,22,100,"1340,2343",8101
AZE,2008,23,100,"1360,6794",8101
AZE,2008,24,100,"1378,1614",8101
AZE,2008,25,100,"1398,6608",8101
AZE,2008,26,100,"1419,7888",8101
AZE,2008,27,100,"1443,7722",8101
AZE,2008,28,100,"1466,4355",8101
AZE,2008,29,100,"1482,9543",8101
AZE,2008,30,100,"1498,5485",8101
AZE,2008,31,100,"1518,4031",8101
AZE,2008,32,100,"1538,4147",8101
AZE,2008,33,100,"1562,2014",8101
AZE,2008,34,100,"1582,2411",8101
AZE,2008,35,100,"1600,9976",8101
AZE,2008,36,100,"1621,3514",8101
AZE,2008,37,100,"1642,4609",8101
AZE,2008,38,100,"1663,1589",8101
AZE,2008,39,100,"1678,1335",8101
AZE,2008,40,100,"1702,9662",8101
AZE,2008,41,100,"1730,6482",8101
AZE,2008,42,100,"1757,1052",8101
AZE,2008,43,100,"1781,6798",8101
AZE,2008,44,100,"1803,8955",8101
AZE,2008,45,100,"1824,9994",8101
AZE,2008,46,100,"1844,5889",8101
AZE,2008,47,100,"1866,9677",8101
AZE,2008,48,100,"1893,0414",8101
AZE,2008,49,100,"1913,9672",8101
AZE,2008,50,100,"1939,9401",8101
AZE,2008,51,100,"1964,559",8101
AZE,2008,52,100,"1986,8768",8101
AZE,2008,53,100,"2014,0219",8101
AZE,2008,54,100,"2041,649",8101
AZE,2008,55,100,"2071,6316",8101
AZE,2008,56,100,"2096,976",8101
AZE,2008,57,100,"2124,9045",8101
AZE,2008,58,100,"2149,6345",8101
AZE,2008,59,100,"2184,0146",8101
AZE,2008,60,100,"2216,6584",8101
AZE,2008,61,100,"2244,8586",8101
AZE,2008,62,100,"2276,6187",8101
AZE,2008,63,100,"2315,18",8101
AZE,2008,64,100,"2348,3252",8101
AZE,2008,65,100,"2380,6257",8101
AZE,2008,66,100,"2418,7363",8101
AZE,2008,67,100,"2453,511",8101
AZE,2008,68,100,"2489,0386",8101
AZE,2008,69,100,"2517,344",8101
AZE,2008,70,100,"2552,798",8101
AZE,2008,71,100,"2597,1643",8101
AZE,2008,72,100,"2635,1892",8101
AZE,2008,73,100,"2676,0115",8101
AZE,2008,74,100,"2729,739",8101
AZE,2008,75,100,"2773,526",8101
AZE,2008,76,100,"2829,882",8101
AZE,2008,77,100,"2884,8845",8101
AZE,2008,78,100,"2947,8445",8101
AZE,2008,79,100,"3001,4766",8101
AZE,2008,80,100,"3057,0652",8101
AZE,2008,81,100,"3115,485",8101
AZE,2008,82,100,"3194,3496",8101
AZE,2008,83,100,"3267,7637",8101
AZE,2008,84,100,"3350,2402",8101
AZE,2008,85,100,"3431,7202",8101
AZE,2008,86,100,"3505,6975",8101
AZE,2008,87,100,"3596,651",8101
AZE,2008,88,100,"3697,7544",8101
AZE,2008,89,100,"3821,3423",8101
AZE,2008,90,100,"3960,8171",8101
AZE,2008,91,100,"4126,079",8101
AZE,2008,92,100,"4296,9224",8101
AZE,2008,93,100,"4450,0737",8101
AZE,2008,94,100,"4641,4956",8101
AZE,2008,95,100,"4917,4424",8101
AZE,2008,96,100,"5283,547",8101
AZE,2008,97,100,"5802,638",8101
AZE,2008,98,100,"6366,059",8101
AZE,2008,99,100,"7459,7114",8101
AZE,2008,100,100,"12023,727",8101
BEL,2008,1,100,"2421,9417",33561
BEL,2008,2,100,"3812,5588",33561
BEL,2008,3,100,"4534,754",33561
BEL,2008,4,100,"5019,002",33561
BEL,2008,5,100,"5442,7627",33561
BEL,2008,6,100,"5789,4575",33561
BEL,2008,7,100,"5932,277",33561
BEL,2008,8,100,"6155,182",33561
BEL,2008,9,100,"6464,0415",33561
BEL,2008,10,100,"6722,952",33561
BEL,2008,11,100,"6980,2744",33561
BEL,2008,12,100,"7225,5337",33561
BEL,2008,13,100,"7398,678",33561
BEL,2008,14,100,"7576,367",33561
BEL,2008,15,100,"7790,9087",33561
BEL,2008,16,100,"8010,5806",33561
BEL,2008,17,100,"8197,304",33561
BEL,2008,18,100,"8386,279",33561
BEL,2008,19,100,"8623,151",33561
BEL,2008,20,100,"8828,586",33561
BEL,2008,21,100,"8951,07",33561
BEL,2008,22,100,"9133,271",33561
BEL,2008,23,100,"9274,131",33561
BEL,2008,24,100,"9459,186",33561
BEL,2008,25,100,"9647,348",33561
BEL,2008,26,100,"9691,989",33561
BEL,2008,27,100,"9832,226",33561
BEL,2008,28,100,"10004,87",33561
BEL,2008,29,100,"10155,132",33561
BEL,2008,30,100,"10338,362",33561
BEL,2008,31,100,"10499,326",33561
BEL,2008,32,100,"10631,153",33561
BEL,2008,33,100,"10729,278",33561
BEL,2008,34,100,"10846,114",33561
BEL,2008,35,100,"10992,512",33561
BEL,2008,36,100,"11160,118",33561
BEL,2008,37,100,"11337,671",33561
BEL,2008,38,100,"11500,597",33561
BEL,2008,39,100,"11625,997",33561
BEL,2008,40,100,"11754,065",33561
BEL,2008,41,100,"11863,57",33561
BEL,2008,42,100,"12041,02",33561
BEL,2008,43,100,"12205,597",33561
BEL,2008,44,100,"12307,666",33561
BEL,2008,45,100,"12427,497",33561
BEL,2008,46,100,"12556,733",33561
BEL,2008,47,100,"12674,048",33561
BEL,2008,48,100,"12775,82",33561
BEL,2008,49,100,"12911,546",33561
BEL,2008,50,100,"13094,941",33561
BEL,2008,51,100,"13260,795",33561
BEL,2008,52,100,"13433,061",33561
BEL,2008,53,100,"13584,105",33561
BEL,2008,54,100,"13720,004",33561
BEL,2008,55,100,"13910,899",33561
BEL,2008,56,100,"14057,902",33561
BEL,2008,57,100,"14278,151",33561
BEL,2008,58,100,"14493,552",33561
BEL,2008,59,100,"14641,54",33561
BEL,2008,60,100,"14774,579",33561
BEL,2008,61,100,"14909,616",33561
BEL,2008,62,100,"15079,142",33561
BEL,2008,63,100,"15234,488",33561
BEL,2008,64,100,"15444,042",33561
BEL,2008,65,100,"15634,309",33561
BEL,2008,66,100,"15801,021",33561
BEL,2008,67,100,"16062,929",33561
BEL,2008,68,100,"16224,244",33561
BEL,2008,69,100,"16462,303",33561
BEL,2008,70,100,"16624,264",33561
BEL,2008,71,100,"16840,625",33561
BEL,2008,72,100,"17032,945",33561
BEL,2008,73,100,"17233,117",33561
BEL,2008,74,100,"17462,916",33561
BEL,2008,75,100,"17729,3",33561
BEL,2008,76,100,"17980,027",33561
BEL,2008,77,100,"18226,555",33561
BEL,2008,78,100,"18570,73",33561
BEL,2008,79,100,"18900,266",33561
BEL,2008,80,100,"19196,428",33561
BEL,2008,81,100,"19519,941",33561
BEL,2008,82,100,"19856,568",33561
BEL,2008,83,100,"20265,361",33561
BEL,2008,84,100,"20699,816",33561
BEL,2008,85,100,"21186,133",33561
BEL,2008,86,100,"21661,959",33561
BEL,2008,87,100,"22135,531",33561
BEL,2008,88,100,"22566,35",33561
BEL,2008,89,100,"23128,502",33561
BEL,2008,90,100,"23838,408",33561
BEL,2008,91,100,"24380,99",33561
BEL,2008,92,100,"25058,873",33561
BEL,2008,93,100,"25735,262",33561
BEL,2008,94,100,"26490,363",33561
BEL,2008,95,100,"27972,418",33561
BEL,2008,96,100,"29376,928",33561
BEL,2008,97,100,"31054,926",33561
BEL,2008,98,100,"34044,56",33561
BEL,2008,99,100,"39844,758",33561
BEL,2008,100,100,"83104,47",33561
BFA,2009,1,100,"138,40517","1085,5139"
BFA,2009,2,100,"189,70877","1085,5139"
BFA,2009,3,100,"221,71008","1085,5139"
BFA,2009,4,100,"239,23239","1085,5139"
BFA,2009,5,100,"254,17284","1085,5139"
BFA,2009,6,100,"268,11566","1085,5139"
BFA,2009,7,100,"281,6063","1085,5139"
BFA,2009,8,100,"295,85574","1085,5139"
BFA,2009,9,100,"304,77408","1085,5139"
BFA,2009,10,100,"314,81876","1085,5139"
BFA,2009,11,100,"323,34735","1085,5139"
BFA,2009,12,100,"331,86014","1085,5139"
BFA,2009,13,100,"341,2483","1085,5139"
BFA,2009,14,100,"350,084","1085,5139"
BFA,2009,15,100,"358,1676","1085,5139"
BFA,2009,16,100,"369,95267","1085,5139"
BFA,2009,17,100,"378,7587","1085,5139"
BFA,2009,18,100,"388,45636","1085,5139"
BFA,2009,19,100,"395,6193","1085,5139"
BFA,2009,20,100,"403,4604","1085,5139"
BFA,2009,21,100,"411,7679","1085,5139"
BFA,2009,22,100,"418,95926","1085,5139"
BFA,2009,23,100,"426,82333","1085,5139"
BFA,2009,24,100,"436,12558","1085,5139"
BFA,2009,25,100,"444,76828","1085,5139"
BFA,2009,26,100,"452,6649","1085,5139"
BFA,2009,27,100,"461,63275","1085,5139"
BFA,2009,28,100,"469,4228","1085,5139"
BFA,2009,29,100,"477,33707","1085,5139"
BFA,2009,30,100,"486,0386","1085,5139"
BFA,2009,31,100,"494,97238","1085,5139"
BFA,2009,32,100,"502,29092","1085,5139"
BFA,2009,33,100,"509,05286","1085,5139"
BFA,2009,34,100,"519,48694","1085,5139"
BFA,2009,35,100,"526,8388","1085,5139"
BFA,2009,36,100,"535,9594","1085,5139"
BFA,2009,37,100,"545,8087","1085,5139"
BFA,2009,38,100,"554,9279","1085,5139"
BFA,2009,39,100,"563,9873","1085,5139"
BFA,2009,40,100,"571,3928","1085,5139"
BFA,2009,41,100,"580,1524","1085,5139"
BFA,2009,42,100,"589,2766","1085,5139"
BFA,2009,43,100,"596,9271","1085,5139"
BFA,2009,44,100,"604,9578","1085,5139"
BFA,2009,45,100,"614,0905","1085,5139"
BFA,2009,46,100,"623,1372","1085,5139"
BFA,2009,47,100,"631,8919","1085,5139"
BFA,2009,48,100,"640,42633","1085,5139"
BFA,2009,49,100,"649,2585","1085,5139"
BFA,2009,50,100,"659,5971","1085,5139"
BFA,2009,51,100,"669,9486","1085,5139"
BFA,2009,52,100,"680,8718","1085,5139"
BFA,2009,53,100,"693,67725","1085,5139"
BFA,2009,54,100,"707,2816","1085,5139"
BFA,2009,55,100,"719,40247","1085,5139"
BFA,2009,56,100,"733,854","1085,5139"
BFA,2009,57,100,"745,6226","1085,5139"
BFA,2009,58,100,"758,48224","1085,5139"
BFA,2009,59,100,"768,9976","1085,5139"
BFA,2009,60,100,"779,9446","1085,5139"
BFA,2009,61,100,"792,7227","1085,5139"
BFA,2009,62,100,"807,5047","1085,5139"
BFA,2009,63,100,"821,08154","1085,5139"
BFA,2009,64,100,"834,30255","1085,5139"
BFA,2009,65,100,"848,6977","1085,5139"
BFA,2009,66,100,"868,58905","1085,5139"
BFA,2009,67,100,"885,6522","1085,5139"
BFA,2009,68,100,"903,05023","1085,5139"
BFA,2009,69,100,"917,2716","1085,5139"
